geoid,name,total_population,median_income,median_home_value,educational_attainment,white_alone,black_alone,native,asian,native_hawaiian_pacific_islander,some_other_race_alone,two_or_more,hispanic_or_latino,unemployed,labor_force,receives_snap,snap_universe,receives_pai,pai_universe,uninsured,insured_universe,median_percentage_income_rent
06085507401,"Census Tract 5074.01, Santa Clara County, California",5595,176552.0,1601400.0,3200.0,2023.0,32.0,16.0,3239.0,0.0,0.0,190.0,95.0,102.0,2611.0,9.0,1860.0,23.0,1860.0,124.0,5595.0,19.8
06085507402,"Census Tract 5074.02, Santa Clara County, California",4111,136644.0,1373000.0,1811.0,2332.0,47.0,0.0,1195.0,10.0,57.0,129.0,341.0,139.0,1832.0,9.0,1453.0,15.0,1453.0,166.0,4104.0,28.9
06085507500,"Census Tract 5075, Santa Clara County, California",5800,153472.0,1835500.0,3559.0,1980.0,16.0,0.0,3684.0,0.0,0.0,74.0,46.0,186.0,2724.0,0.0,2028.0,0.0,2028.0,56.0,5800.0,25.6
06085507600,"Census Tract 5076, Santa Clara County, California",5593,214375.0,2000001.0,3306.0,2821.0,113.0,5.0,2314.0,0.0,19.0,168.0,153.0,84.0,2648.0,13.0,1962.0,9.0,1962.0,84.0,5593.0,19.1
06085507701,"Census Tract 5077.01, Santa Clara County, California",3865,177045.0,1407300.0,2064.0,1112.0,0.0,0.0,2464.0,0.0,0.0,96.0,193.0,98.0,1913.0,0.0,1372.0,0.0,1372.0,33.0,3865.0,19.5
06085507702,"Census Tract 5077.02, Santa Clara County, California",6409,194318.0,1556000.0,4115.0,1892.0,0.0,0.0,4286.0,0.0,17.0,139.0,75.0,198.0,2962.0,0.0,2058.0,45.0,2058.0,129.0,6409.0,17.8
06085507703,"Census Tract 5077.03, Santa Clara County, California",8022,152688.0,1368700.0,4251.0,3068.0,16.0,0.0,4508.0,67.0,0.0,173.0,190.0,209.0,3559.0,0.0,2693.0,14.0,2693.0,129.0,7763.0,22.6
06085507805,"Census Tract 5078.05, Santa Clara County, California",5973,125579.0,1072100.0,2870.0,1777.0,161.0,0.0,3494.0,0.0,0.0,204.0,337.0,212.0,2921.0,31.0,2203.0,30.0,2203.0,190.0,5973.0,23.4
06085507806,"Census Tract 5078.06, Santa Clara County, California",5561,145213.0,1577700.0,2828.0,786.0,41.0,33.0,4397.0,0.0,0.0,138.0,180.0,130.0,2576.0,34.0,1811.0,6.0,1811.0,171.0,5561.0,21.9
06085507807,"Census Tract 5078.07, Santa Clara County, California",3320,169000.0,1190200.0,1643.0,585.0,0.0,16.0,2528.0,11.0,19.0,73.0,88.0,89.0,1594.0,0.0,1052.0,9.0,1052.0,76.0,3320.0,22.5
06085507808,"Census Tract 5078.08, Santa Clara County, California",5446,174917.0,1250000.0,2844.0,1224.0,24.0,0.0,4010.0,28.0,0.0,113.0,47.0,104.0,2618.0,8.0,1773.0,17.0,1773.0,188.0,5446.0,23.9
06085507903,"Census Tract 5079.03, Santa Clara County, California",4975,147000.0,1129400.0,2617.0,1206.0,30.0,21.0,3321.0,22.0,10.0,163.0,223.0,145.0,2395.0,0.0,1626.0,18.0,1626.0,224.0,4975.0,26.1
06085507904,"Census Tract 5079.04, Santa Clara County, California",3240,185192.0,1231500.0,1932.0,726.0,35.0,15.0,2255.0,0.0,31.0,94.0,84.0,41.0,1548.0,0.0,1098.0,9.0,1098.0,51.0,3240.0,24.3
06085507905,"Census Tract 5079.05, Santa Clara County, California",6223,130047.0,1074100.0,2754.0,1254.0,0.0,21.0,4543.0,0.0,12.0,127.0,266.0,185.0,3125.0,73.0,2152.0,31.0,2152.0,312.0,6223.0,24.0
06085507906,"Census Tract 5079.06, Santa Clara County, California",4550,154432.0,1185600.0,2200.0,1033.0,0.0,0.0,3418.0,0.0,0.0,35.0,64.0,90.0,1976.0,8.0,1411.0,9.0,1411.0,149.0,4550.0,24.1
06085508001,"Census Tract 5080.01, Santa Clara County, California",7966,122813.0,1117400.0,3867.0,1617.0,2.0,0.0,5558.0,0.0,0.0,157.0,632.0,260.0,3805.0,22.0,2858.0,30.0,2858.0,319.0,7966.0,29.8
06085508003,"Census Tract 5080.03, Santa Clara County, California",2398,121875.0,1084500.0,1100.0,883.0,12.0,18.0,1345.0,0.0,0.0,75.0,65.0,95.0,1193.0,15.0,770.0,17.0,770.0,132.0,2398.0,25.9
06085508004,"Census Tract 5080.04, Santa Clara County, California",6938,120315.0,1140700.0,3390.0,1866.0,164.0,63.0,4215.0,0.0,0.0,132.0,561.0,416.0,3373.0,47.0,2210.0,60.0,2210.0,288.0,6938.0,26.3
06085508101,"Census Tract 5081.01, Santa Clara County, California",6928,170295.0,1085300.0,3390.0,1746.0,1.0,0.0,4828.0,0.0,0.0,132.0,221.0,228.0,3077.0,12.0,2327.0,16.0,2327.0,50.0,6922.0,25.0
06085508102,"Census Tract 5081.02, Santa Clara County, California",3135,144226.0,937000.0,1757.0,728.0,0.0,35.0,2028.0,82.0,0.0,154.0,108.0,69.0,1705.0,0.0,1193.0,0.0,1193.0,29.0,3135.0,24.9
06085508202,"Census Tract 5082.02, Santa Clara County, California",7606,129103.0,1032600.0,3527.0,2987.0,205.0,0.0,3270.0,58.0,40.0,273.0,773.0,132.0,4212.0,58.0,2772.0,0.0,2772.0,289.0,7585.0,26.0
06085508203,"Census Tract 5082.03, Santa Clara County, California",5263,168427.0,1139100.0,2900.0,1596.0,82.0,0.0,3091.0,0.0,31.0,164.0,299.0,106.0,2452.0,0.0,1797.0,23.0,1797.0,161.0,5250.0,22.3
06085508204,"Census Tract 5082.04, Santa Clara County, California",4142,144904.0,1117500.0,2109.0,1343.0,22.0,53.0,2358.0,3.0,0.0,91.0,284.0,132.0,2067.0,12.0,1481.0,10.0,1481.0,158.0,4142.0,21.6
06085508301,"Census Tract 5083.01, Santa Clara County, California",4630,173359.0,1279300.0,2228.0,2250.0,49.0,0.0,1923.0,60.0,37.0,200.0,111.0,109.0,2263.0,0.0,1567.0,40.0,1567.0,113.0,4456.0,23.1
06085508303,"Census Tract 5083.03, Santa Clara County, California",2570,161250.0,1330000.0,1444.0,1476.0,9.0,0.0,887.0,51.0,7.0,83.0,57.0,70.0,1182.0,7.0,924.0,0.0,924.0,33.0,2570.0,24.4
06085508304,"Census Tract 5083.04, Santa Clara County, California",8385,90647.0,1024700.0,3639.0,2438.0,221.0,74.0,4208.0,273.0,60.0,300.0,811.0,275.0,4594.0,70.0,3058.0,0.0,3058.0,567.0,8385.0,27.3
06085508401,"Census Tract 5084.01, Santa Clara County, California",6814,161111.0,1047000.0,3302.0,3274.0,25.0,9.0,2737.0,0.0,0.0,210.0,559.0,112.0,3350.0,0.0,2350.0,14.0,2350.0,227.0,6708.0,22.0
06085508403,"Census Tract 5084.03, Santa Clara County, California",3237,157321.0,1164500.0,1755.0,1661.0,32.0,0.0,1092.0,0.0,20.0,274.0,158.0,61.0,1542.0,0.0,1078.0,14.0,1078.0,19.0,3124.0,26.6
06085508404,"Census Tract 5084.04, Santa Clara County, California",6384,127328.0,1149900.0,2809.0,2929.0,0.0,54.0,2544.0,0.0,17.0,139.0,701.0,121.0,3160.0,43.0,2328.0,43.0,2328.0,179.0,6384.0,22.6
06085508503,"Census Tract 5085.03, Santa Clara County, California",6950,112411.0,870700.0,3805.0,1767.0,31.0,0.0,4404.0,0.0,0.0,195.0,553.0,141.0,3382.0,17.0,2630.0,0.0,2630.0,259.0,6868.0,22.2
06085508504,"Census Tract 5085.04, Santa Clara County, California",8853,102157.0,816000.0,3943.0,1435.0,150.0,20.0,4643.0,0.0,0.0,263.0,2342.0,431.0,4907.0,144.0,3396.0,69.0,3396.0,846.0,8853.0,22.2
06085508505,"Census Tract 5085.05, Santa Clara County, California",4703,134375.0,834500.0,2629.0,1951.0,16.0,0.0,2203.0,0.0,0.0,147.0,386.0,198.0,2570.0,17.0,1914.0,27.0,1914.0,163.0,4693.0,21.9
06085508507,"Census Tract 5085.07, Santa Clara County, California",3171,96648.0,448400.0,1869.0,703.0,64.0,9.0,1967.0,0.0,0.0,120.0,308.0,67.0,1871.0,73.0,1343.0,10.0,1343.0,99.0,3171.0,25.3
06085508508,"Census Tract 5085.08, Santa Clara County, California",5495,82181.0,821600.0,2087.0,1643.0,56.0,0.0,2442.0,14.0,0.0,219.0,1121.0,207.0,2800.0,27.0,2029.0,18.0,2029.0,613.0,5495.0,25.3
06085508601,"Census Tract 5086.01, Santa Clara County, California",3821,124567.0,958600.0,1541.0,1489.0,52.0,9.0,1242.0,0.0,0.0,296.0,742.0,68.0,1974.0,43.0,1355.0,0.0,1355.0,69.0,3821.0,24.3
06085508602,"Census Tract 5086.02, Santa Clara County, California",4737,111038.0,848500.0,2368.0,2001.0,115.0,20.0,1516.0,0.0,0.0,172.0,928.0,219.0,2875.0,53.0,2016.0,51.0,2016.0,163.0,4727.0,26.7
06085508703,"Census Tract 5087.03, Santa Clara County, California",7812,114087.0,758800.0,3924.0,2176.0,181.0,59.0,4115.0,0.0,30.0,263.0,1019.0,317.0,4627.0,63.0,3256.0,33.0,3256.0,264.0,7812.0,25.8
06085508704,"Census Tract 5087.04, Santa Clara County, California",6513,104886.0,678300.0,3168.0,1604.0,177.0,11.0,3122.0,0.0,18.0,118.0,1463.0,264.0,4192.0,133.0,2603.0,65.0,2603.0,528.0,6503.0,26.4
06085508800,"Census Tract 5088, Santa Clara County, California",3783,117273.0,682100.0,1620.0,976.0,94.0,0.0,1296.0,1.0,0.0,117.0,1299.0,162.0,2345.0,104.0,1460.0,45.0,1460.0,397.0,3783.0,20.8
06085508900,"Census Tract 5089, Santa Clara County, California",5175,82652.0,607000.0,1523.0,1155.0,114.0,31.0,1612.0,66.0,0.0,200.0,2028.0,188.0,2987.0,96.0,1700.0,38.0,1700.0,624.0,5175.0,26.6
06085509000,"Census Tract 5090, Santa Clara County, California",8637,78138.0,612800.0,1917.0,1994.0,192.0,260.0,1570.0,114.0,100.0,168.0,4471.0,256.0,4875.0,227.0,2540.0,88.0,2540.0,1580.0,8622.0,29.2
06085509102,"Census Tract 5091.02, Santa Clara County, California",4851,126094.0,645600.0,3094.0,1252.0,89.0,0.0,2908.0,0.0,0.0,210.0,392.0,126.0,3018.0,27.0,2274.0,27.0,2274.0,182.0,4851.0,19.8
06085509105,"Census Tract 5091.05, Santa Clara County, California",7207,107724.0,756300.0,3624.0,2359.0,162.0,0.0,2890.0,0.0,27.0,156.0,1613.0,303.0,4345.0,132.0,3057.0,39.0,3057.0,793.0,7207.0,25.2
06085509106,"Census Tract 5091.06, Santa Clara County, California",4289,98375.0,985200.0,1618.0,1477.0,115.0,5.0,1532.0,0.0,0.0,119.0,1041.0,163.0,2518.0,110.0,1693.0,0.0,1693.0,412.0,4289.0,21.7
06085509107,"Census Tract 5091.07, Santa Clara County, California",4868,104167.0,-666666666.0,2123.0,1472.0,59.0,9.0,2239.0,0.0,0.0,51.0,1047.0,120.0,3028.0,136.0,1946.0,88.0,1946.0,416.0,4868.0,23.8
06085509108,"Census Tract 5091.08, Santa Clara County, California",4438,87153.0,760700.0,1764.0,1711.0,30.0,47.0,1506.0,35.0,0.0,108.0,1041.0,171.0,2965.0,92.0,1967.0,25.0,1967.0,445.0,4438.0,30.4
06085509109,"Census Tract 5091.09, Santa Clara County, California",4603,146037.0,873900.0,2546.0,2108.0,0.0,30.0,1603.0,0.0,0.0,219.0,643.0,117.0,3152.0,0.0,1943.0,10.0,1943.0,113.0,4603.0,21.9
06085509201,"Census Tract 5092.01, Santa Clara County, California",4780,104375.0,657800.0,2594.0,2446.0,92.0,0.0,1194.0,0.0,14.0,279.0,755.0,103.0,3134.0,12.0,2337.0,0.0,2337.0,394.0,4740.0,28.4
06085509202,"Census Tract 5092.02, Santa Clara County, California",4635,114696.0,889400.0,2094.0,2028.0,104.0,0.0,1391.0,0.0,0.0,178.0,934.0,144.0,2786.0,45.0,1885.0,8.0,1885.0,397.0,4635.0,22.4
06085509302,"Census Tract 5093.02, Santa Clara County, California",3192,121071.0,1072400.0,1504.0,1984.0,70.0,0.0,587.0,16.0,0.0,158.0,377.0,129.0,1768.0,8.0,1222.0,38.0,1222.0,199.0,3192.0,27.7
06085509303,"Census Tract 5093.03, Santa Clara County, California",3444,62152.0,820300.0,1530.0,1579.0,107.0,16.0,828.0,0.0,0.0,159.0,771.0,102.0,1811.0,110.0,1743.0,0.0,1743.0,181.0,3444.0,29.6
06085509304,"Census Tract 5093.04, Santa Clara County, California",3373,112863.0,704600.0,1306.0,1248.0,77.0,151.0,787.0,187.0,17.0,86.0,971.0,107.0,2316.0,63.0,1357.0,18.0,1357.0,256.0,3373.0,24.3
06085509401,"Census Tract 5094.01, Santa Clara County, California",3738,90825.0,970200.0,2143.0,1638.0,157.0,0.0,1570.0,8.0,10.0,100.0,255.0,91.0,2363.0,58.0,1757.0,9.0,1757.0,138.0,3728.0,25.0
06085509403,"Census Tract 5094.03, Santa Clara County, California",5009,84091.0,552300.0,1855.0,1809.0,89.0,28.0,1148.0,0.0,0.0,85.0,1863.0,123.0,2878.0,147.0,2052.0,15.0,2052.0,728.0,5009.0,25.0
06085509404,"Census Tract 5094.04, Santa Clara County, California",7091,110552.0,731300.0,3098.0,2279.0,153.0,0.0,2089.0,32.0,33.0,178.0,2327.0,92.0,3958.0,88.0,2683.0,19.0,2683.0,570.0,7091.0,31.4
06085509500,"Census Tract 5095, Santa Clara County, California",5371,86228.0,865500.0,2080.0,1906.0,118.0,0.0,1255.0,17.0,27.0,205.0,1843.0,143.0,3570.0,67.0,2240.0,15.0,2240.0,732.0,5371.0,29.0
06085509600,"Census Tract 5096, Santa Clara County, California",3403,131375.0,1252800.0,1957.0,1971.0,55.0,9.0,920.0,0.0,29.0,147.0,281.0,37.0,2258.0,54.0,1483.0,0.0,1483.0,111.0,3393.0,22.9
06085509700,"Census Tract 5097, Santa Clara County, California",3065,114500.0,1087100.0,1549.0,1701.0,26.0,0.0,563.0,0.0,0.0,144.0,631.0,141.0,1939.0,26.0,1408.0,0.0,1408.0,95.0,3065.0,24.4
06085509801,"Census Tract 5098.01, Santa Clara County, California",5679,134000.0,1246700.0,2921.0,3178.0,0.0,35.0,1527.0,0.0,0.0,298.0,641.0,145.0,3127.0,77.0,2172.0,0.0,2172.0,333.0,5679.0,22.3
06085509802,"Census Tract 5098.02, Santa Clara County, California",3021,164813.0,1210500.0,1430.0,1430.0,141.0,0.0,915.0,74.0,0.0,135.0,326.0,64.0,1645.0,18.0,1131.0,32.0,1131.0,83.0,3010.0,23.2
06085509901,"Census Tract 5099.01, Santa Clara County, California",1879,182614.0,1751900.0,990.0,1260.0,0.0,0.0,436.0,0.0,6.0,116.0,61.0,30.0,829.0,4.0,689.0,6.0,689.0,40.0,1855.0,22.7
06085509902,"Census Tract 5099.02, Santa Clara County, California",4833,138594.0,1625000.0,2506.0,2882.0,25.0,0.0,1167.0,5.0,24.0,243.0,487.0,145.0,2372.0,9.0,1839.0,19.0,1839.0,218.0,4740.0,26.7
06085510001,"Census Tract 5100.01, Santa Clara County, California",6198,178029.0,1824000.0,3555.0,3644.0,30.0,0.0,1881.0,0.0,86.0,341.0,216.0,96.0,3035.0,0.0,2063.0,0.0,2063.0,15.0,6051.0,11.7
06085510002,"Census Tract 5100.02, Santa Clara County, California",3840,203906.0,1788800.0,2172.0,2274.0,9.0,0.0,1184.0,0.0,0.0,189.0,184.0,48.0,1691.0,8.0,1291.0,4.0,1291.0,78.0,3840.0,18.5
06085510100,"Census Tract 5101, Santa Clara County, California",2970,153583.0,1993900.0,1587.0,2030.0,0.0,24.0,654.0,0.0,7.0,118.0,137.0,37.0,1274.0,0.0,1081.0,0.0,1081.0,14.0,2970.0,14.6
06085510200,"Census Tract 5102, Santa Clara County, California",4346,231333.0,2000001.0,2451.0,2958.0,24.0,0.0,945.0,0.0,0.0,286.0,133.0,69.0,1935.0,0.0,1440.0,9.0,1440.0,90.0,4346.0,24.1
06085510300,"Census Tract 5103, Santa Clara County, California",4278,184706.0,2000001.0,2491.0,3034.0,0.0,0.0,983.0,0.0,8.0,151.0,102.0,28.0,1927.0,9.0,1716.0,18.0,1716.0,61.0,4278.0,22.6
06085510400,"Census Tract 5104, Santa Clara County, California",3289,208239.0,2000001.0,1912.0,1960.0,2.0,0.0,922.0,0.0,23.0,290.0,92.0,63.0,1600.0,8.0,1165.0,0.0,1165.0,52.0,3289.0,22.4
06085510500,"Census Tract 5105, Santa Clara County, California",4996,160875.0,2000001.0,2794.0,3222.0,5.0,6.0,1371.0,0.0,0.0,271.0,127.0,59.0,2011.0,22.0,1891.0,24.0,1891.0,95.0,4929.0,38.8
06085510600,"Census Tract 5106, Santa Clara County, California",6564,121292.0,1378500.0,3072.0,3049.0,0.0,0.0,2142.0,0.0,0.0,171.0,1202.0,179.0,3349.0,17.0,2350.0,15.0,2350.0,573.0,6564.0,26.7
06085510700,"Census Tract 5107, Santa Clara County, California",5133,108583.0,1173900.0,2722.0,2382.0,131.0,0.0,2168.0,0.0,0.0,132.0,320.0,177.0,2927.0,51.0,2046.0,0.0,2046.0,283.0,5125.0,29.8
06085510801,"Census Tract 5108.01, Santa Clara County, California",5797,173313.0,1487400.0,3554.0,2959.0,0.0,0.0,2425.0,0.0,0.0,88.0,325.0,79.0,2697.0,14.0,2210.0,0.0,2210.0,61.0,5797.0,21.1
06085510802,"Census Tract 5108.02, Santa Clara County, California",1864,175417.0,1857700.0,1078.0,1090.0,41.0,0.0,486.0,0.0,0.0,130.0,117.0,17.0,820.0,18.0,683.0,14.0,683.0,22.0,1855.0,22.4
06085510803,"Census Tract 5108.03, Santa Clara County, California",2402,118194.0,1678400.0,1225.0,1130.0,0.0,27.0,946.0,9.0,0.0,74.0,243.0,59.0,1097.0,34.0,997.0,0.0,997.0,57.0,2402.0,42.5
06085510900,"Census Tract 5109, Santa Clara County, California",5563,122151.0,1695400.0,3157.0,3045.0,48.0,0.0,1972.0,0.0,0.0,276.0,222.0,220.0,2860.0,25.0,2040.0,11.0,2040.0,392.0,5563.0,28.6
06085511000,"Census Tract 5110, Santa Clara County, California",6813,164911.0,1607900.0,3736.0,3357.0,20.0,7.0,2732.0,46.0,23.0,266.0,362.0,206.0,3451.0,38.0,2449.0,6.0,2449.0,173.0,6813.0,21.3
06085511100,"Census Tract 5111, Santa Clara County, California",5571,205938.0,2000001.0,3207.0,3083.0,48.0,10.0,1847.0,0.0,54.0,171.0,358.0,153.0,2560.0,0.0,1846.0,0.0,1846.0,138.0,5571.0,14.0
06085511200,"Census Tract 5112, Santa Clara County, California",5058,240156.0,2000001.0,2925.0,3502.0,86.0,0.0,1019.0,0.0,53.0,198.0,200.0,151.0,2757.0,33.0,1670.0,46.0,1670.0,130.0,5058.0,14.7
06085511301,"Census Tract 5113.01, Santa Clara County, California",3888,99219.0,1939000.0,2238.0,2769.0,94.0,0.0,449.0,0.0,12.0,335.0,229.0,117.0,1955.0,50.0,1801.0,16.0,1801.0,187.0,3810.0,30.9
06085511302,"Census Tract 5113.02, Santa Clara County, California",4157,81029.0,1412500.0,2575.0,2529.0,11.0,0.0,1129.0,0.0,0.0,143.0,345.0,127.0,2376.0,55.0,2136.0,34.0,2136.0,36.0,4018.0,26.9
06085511400,"Census Tract 5114, Santa Clara County, California",3573,191528.0,2000001.0,2171.0,2154.0,109.0,38.0,808.0,0.0,68.0,135.0,261.0,52.0,1663.0,27.0,1335.0,15.0,1335.0,28.0,3573.0,20.5
06085511500,"Census Tract 5115, Santa Clara County, California",8111,148750.0,1415900.0,4552.0,5072.0,118.0,40.0,1522.0,27.0,21.0,666.0,645.0,72.0,4479.0,22.0,3043.0,0.0,3043.0,150.0,8111.0,27.0
06085511608,"Census Tract 5116.08, Santa Clara County, California",3129,35078.0,-666666666.0,211.0,1323.0,188.0,41.0,733.0,22.0,5.0,210.0,607.0,104.0,1177.0,16.0,93.0,0.0,93.0,121.0,3129.0,50.0
06085511609,"Census Tract 5116.09, Santa Clara County, California",3206,100977.0,1563300.0,2081.0,2163.0,51.0,0.0,679.0,0.0,0.0,88.0,225.0,9.0,1411.0,13.0,1714.0,0.0,1714.0,66.0,3140.0,26.3
06085511701,"Census Tract 5117.01, Santa Clara County, California",4349,248750.0,2000001.0,2697.0,2719.0,57.0,0.0,1178.0,0.0,24.0,87.0,284.0,72.0,1921.0,45.0,1565.0,3.0,1565.0,22.0,4349.0,31.9
06085511702,"Census Tract 5117.02, Santa Clara County, California",2812,213229.0,2000001.0,1632.0,1962.0,5.0,5.0,625.0,0.0,0.0,90.0,125.0,45.0,1163.0,0.0,945.0,10.0,945.0,54.0,2812.0,14.3
06085511704,"Census Tract 5117.04, Santa Clara County, California",4635,225905.0,2000001.0,2959.0,2833.0,0.0,0.0,1515.0,16.0,0.0,165.0,106.0,83.0,2053.0,0.0,1723.0,0.0,1723.0,52.0,4635.0,13.4
06085511705,"Census Tract 5117.05, Santa Clara County, California",1113,188750.0,2000001.0,589.0,650.0,15.0,1.0,336.0,0.0,0.0,65.0,47.0,15.0,432.0,0.0,357.0,0.0,357.0,34.0,1007.0,16.1
06085511707,"Census Tract 5117.07, Santa Clara County, California",2771,134844.0,1970200.0,1807.0,1766.0,0.0,0.0,695.0,0.0,18.0,66.0,226.0,46.0,1105.0,0.0,1206.0,7.0,1206.0,80.0,2734.0,32.1
06085511800,"Census Tract 5118, Santa Clara County, California",4711,134750.0,863500.0,2201.0,4052.0,12.0,12.0,132.0,0.0,99.0,184.0,220.0,123.0,2630.0,82.0,1645.0,72.0,1645.0,344.0,4711.0,18.4
06085511905,"Census Tract 5119.05, Santa Clara County, California",3182,135972.0,980000.0,1274.0,1581.0,0.0,0.0,1222.0,0.0,0.0,67.0,312.0,82.0,1556.0,0.0,1063.0,10.0,1063.0,88.0,3182.0,42.8
06085511907,"Census Tract 5119.07, Santa Clara County, California",4061,141161.0,943900.0,1626.0,1870.0,81.0,28.0,1651.0,0.0,0.0,49.0,410.0,33.0,1969.0,0.0,1344.0,0.0,1344.0,167.0,4061.0,25.3
06085511909,"Census Tract 5119.09, Santa Clara County, California",8033,201731.0,1191700.0,4170.0,3843.0,0.0,0.0,3579.0,0.0,17.0,360.0,234.0,131.0,4023.0,0.0,2658.0,10.0,2658.0,116.0,8033.0,13.8
06085511910,"Census Tract 5119.10, Santa Clara County, California",3235,198068.0,1266600.0,1552.0,2250.0,83.0,0.0,727.0,0.0,0.0,123.0,52.0,50.0,1405.0,0.0,1051.0,0.0,1051.0,49.0,3235.0,30.8
06085511911,"Census Tract 5119.11, Santa Clara County, California",4957,119402.0,1002400.0,2002.0,2911.0,380.0,14.0,1070.0,0.0,19.0,323.0,240.0,103.0,2471.0,0.0,1879.0,27.0,1879.0,239.0,4914.0,30.6
06085511912,"Census Tract 5119.12, Santa Clara County, California",5367,163846.0,1091800.0,2623.0,2283.0,68.0,4.0,2368.0,0.0,29.0,322.0,293.0,171.0,2626.0,18.0,1748.0,0.0,1748.0,98.0,5355.0,26.3
06085511913,"Census Tract 5119.13, Santa Clara County, California",4343,164375.0,960300.0,1910.0,2759.0,7.0,0.0,825.0,13.0,0.0,90.0,649.0,21.0,1972.0,5.0,1427.0,12.0,1427.0,8.0,4343.0,41.7
06085511914,"Census Tract 5119.14, Santa Clara County, California",5754,138676.0,951600.0,2537.0,3683.0,32.0,33.0,1213.0,32.0,104.0,217.0,440.0,138.0,2682.0,0.0,1918.0,28.0,1918.0,223.0,5754.0,26.7
06085511915,"Census Tract 5119.15, Santa Clara County, California",3678,50781.0,669400.0,643.0,1323.0,391.0,0.0,376.0,0.0,10.0,204.0,1374.0,71.0,1606.0,200.0,1275.0,74.0,1275.0,410.0,3678.0,41.0
06085511916,"Census Tract 5119.16, Santa Clara County, California",4774,116250.0,835700.0,1705.0,2637.0,99.0,0.0,1104.0,4.0,0.0,254.0,676.0,198.0,2593.0,40.0,1696.0,0.0,1696.0,239.0,4767.0,31.8
06085512001,"Census Tract 5120.01, Santa Clara County, California",6720,154322.0,684800.0,2834.0,1655.0,130.0,0.0,3217.0,0.0,0.0,347.0,1371.0,175.0,3673.0,19.0,2012.0,11.0,2012.0,411.0,6705.0,18.2
06085512005,"Census Tract 5120.05, Santa Clara County, California",6683,114669.0,691000.0,1935.0,3499.0,112.0,0.0,1070.0,5.0,0.0,282.0,1715.0,175.0,3755.0,126.0,2217.0,51.0,2217.0,254.0,6678.0,40.9
06085512017,"Census Tract 5120.17, Santa Clara County, California",9119,78792.0,508200.0,1427.0,1098.0,398.0,101.0,3010.0,0.0,0.0,155.0,4410.0,466.0,4991.0,396.0,2213.0,170.0,2213.0,1314.0,9119.0,45.4
06085512019,"Census Tract 5120.19, Santa Clara County, California",4904,102595.0,654600.0,1355.0,1714.0,358.0,34.0,1382.0,0.0,0.0,171.0,1245.0,92.0,2486.0,73.0,1563.0,46.0,1563.0,289.0,4893.0,36.0
06085512020,"Census Tract 5120.20, Santa Clara County, California",7378,85123.0,611000.0,2365.0,1836.0,85.0,203.0,2732.0,50.0,22.0,102.0,2514.0,191.0,4238.0,53.0,2561.0,63.0,2561.0,581.0,7346.0,31.8
06085512021,"Census Tract 5120.21, Santa Clara County, California",6161,91189.0,534700.0,1904.0,2368.0,117.0,5.0,1867.0,0.0,0.0,261.0,1543.0,233.0,3392.0,43.0,2047.0,56.0,2047.0,347.0,6161.0,27.7
06085512022,"Census Tract 5120.22, Santa Clara County, California",5821,64231.0,123300.0,1122.0,1441.0,277.0,23.0,1601.0,0.0,21.0,110.0,2348.0,138.0,3111.0,136.0,1888.0,59.0,1888.0,694.0,5821.0,37.9
06085512023,"Census Tract 5120.23, Santa Clara County, California",6159,78100.0,316200.0,1152.0,1403.0,706.0,0.0,885.0,0.0,9.0,285.0,2871.0,107.0,3541.0,148.0,2024.0,75.0,2024.0,512.0,6159.0,33.2
06085512024,"Census Tract 5120.24, Santa Clara County, California",4740,90795.0,631900.0,1392.0,1790.0,393.0,77.0,867.0,11.0,17.0,376.0,1286.0,162.0,2420.0,202.0,1635.0,74.0,1635.0,506.0,4740.0,36.7
06085512025,"Census Tract 5120.25, Santa Clara County, California",3201,105491.0,732900.0,1076.0,1615.0,151.0,0.0,785.0,0.0,33.0,25.0,592.0,91.0,1462.0,9.0,1079.0,10.0,1079.0,184.0,3201.0,50.0
06085512026,"Census Tract 5120.26, Santa Clara County, California",3986,82692.0,501500.0,725.0,1003.0,148.0,10.0,978.0,17.0,0.0,194.0,1636.0,174.0,2121.0,143.0,1312.0,24.0,1312.0,336.0,3986.0,32.2
06085512027,"Census Tract 5120.27, Santa Clara County, California",4735,77455.0,648700.0,1240.0,1887.0,190.0,10.0,1158.0,0.0,9.0,167.0,1324.0,151.0,2603.0,119.0,1577.0,51.0,1577.0,425.0,4725.0,36.2
06085512029,"Census Tract 5120.29, Santa Clara County, California",7347,116699.0,601300.0,1997.0,3580.0,134.0,51.0,1299.0,13.0,38.0,452.0,1831.0,231.0,4264.0,44.0,2472.0,62.0,2472.0,494.0,7342.0,31.8
06085512030,"Census Tract 5120.30, Santa Clara County, California",3018,135078.0,685400.0,932.0,1490.0,86.0,0.0,620.0,0.0,10.0,140.0,672.0,99.0,1570.0,15.0,993.0,18.0,993.0,43.0,3018.0,29.5
06085512031,"Census Tract 5120.31, Santa Clara County, California",4363,118618.0,674700.0,1280.0,2331.0,19.0,17.0,627.0,17.0,21.0,265.0,1077.0,136.0,2156.0,33.0,1369.0,0.0,1369.0,102.0,4363.0,25.0
06085512032,"Census Tract 5120.32, Santa Clara County, California",3193,112159.0,599700.0,749.0,1335.0,69.0,49.0,472.0,12.0,0.0,147.0,1152.0,157.0,1812.0,17.0,1006.0,10.0,1006.0,145.0,3188.0,23.9
